Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
-----------------------------------------------
                3.69    0.00      49/49          __mod_rad_radiation_MOD_radctl [23]
[59]     0.1    3.69    0.00      49         __mod_rad_aerosol_MOD_aeroppt [59]
-----------------------------------------------
                3.60    0.00 366045698/366045698     __lapack_dgbsv_MOD_dgbsv [52]
[60]     0.1    3.60    0.00 366045698         __lapack_dgbsv_MOD_dswap [60]
-----------------------------------------------
                0.00    0.02      17/3052        __mod_clm_histfile_MOD_hist_addfld2d [187]
                0.10    0.35     399/3052        __mod_clm_histfile_MOD_hist_addfld1d [108]
                0.25    0.90    1015/3052        __mod_clm_histfile_MOD_hist_update_hbuf [39]
                0.40    1.44    1621/3052        __mod_clm_histfile_MOD_htapes_fieldlist [76]
[61]     0.1    0.75    2.70    3052         __mod_clm_histfile_MOD_hist_update_hbuf_field_2d [61]
                2.69    0.02    1015/1451        __mod_clm_subgridave_MOD_c2g_2d [57]
                0.00    0.00     416/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00     416/438         __mod_clm_decomp_MOD_get_proc_global [344]
-----------------------------------------------
                0.13    0.01     435/10442       __mod_clm_balancecheck_MOD_balancecheck [78]
                0.27    0.02     872/10442       __mod_clm_atmlnd_MOD_clm_map2gcell [53]
                2.81    0.16    9135/10442       __mod_clm_histfile_MOD_hist_update_hbuf_field_1d [40]
[62]     0.1    3.21    0.18   10442         __mod_clm_subgridave_MOD_c2g_1d [62]
                0.18    0.00   10442/27267       __mod_clm_subgridave_MOD_build_scale_l2g [110]
-----------------------------------------------
                2.98    0.38     145/145         __mod_clm_driver_MOD_clm_drv [18]
[63]     0.1    2.98    0.38     145         __mod_clm_baregroundfluxes_MOD_baregroundfluxes [63]
                0.29    0.00     435/7395        __mod_clm_frictionvelocity_MOD_frictionvelocity [55]
                0.04    0.00 2421443/104743339     __mod_clm_qsat_MOD_qsat [74]
                0.04    0.00 2421443/12930230     __mod_clm_frictionvelocity_MOD_moninobukini [127]
-----------------------------------------------
                0.00    0.00       1/1440        MAIN__ [1]
                3.09    0.00    1439/1440        __mod_regcm_interface_MOD_rcm_run [2]
[64]     0.1    3.09    0.00    1440         __mod_bdycod_MOD_bdyval [64]
                0.00    0.00    1440/4770        __mod_timer_MOD_is_integrating [322]
-----------------------------------------------
                0.62    2.11     145/145         __mod_clm_driver_MOD_clm_drv [18]
[65]     0.0    0.62    2.11     145         __mod_clm_accflds_MOD_updateaccflds [65]
                1.21    0.00    2145/2145        __mod_clm_accumul_MOD_update_accum_field_sl [84]
                0.89    0.00    2145/2157        __mod_clm_accumul_MOD_extract_accum_field_sl [90]
                0.00    0.00     145/196         __mod_date_MOD_curr_date [248]
                0.00    0.00     145/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00     143/143         __mod_clm_time_manager_MOD_is_end_curr_day [362]
-----------------------------------------------
                0.13    0.00     145/2900        __mod_clm_balancecheck_MOD_beginwaterbalance [98]
                0.13    0.00     145/2900        __mod_clm_biogeophysics2_MOD_biogeophysics2 [27]
                0.13    0.00     145/2900        __mod_clm_hydrology1_MOD_hydrology1 [71]
                2.18    0.00    2465/2900        __mod_clm_pft2col_MOD_pft2col [72]
[66]     0.0    2.57    0.00    2900         __mod_clm_subgridave_MOD_p2c_1d_filter [66]
-----------------------------------------------
                0.04    0.01       1/50          __mod_clm_initsurfalb_MOD_initsurfalb [157]
                2.20    0.25      49/50          __mod_clm_driver_MOD_clm_drv [18]
[67]     0.0    2.24    0.25      50         __mod_clm_surfacealbedo_MOD_surfacealbedo [67]
                0.25    0.00     100/100         __mod_clm_snicar_MOD_snicar_rt [123]
                0.00    0.00  998950/54119974     __mod_sunorbit_MOD_orb_cosz_r8 [122]
-----------------------------------------------
                1.61    0.82     145/145         __mod_clm_driver_MOD_clm_drv [18]
[68]     0.0    1.61    0.82     145         __mod_clm_slaketemperature_MOD_slaketemperature [68]
                0.50    0.00     290/290         __mod_clm_slaketemperature_MOD_soilthermprop_lake [106]
                0.32    0.00     145/290         __mod_clm_tridiagonal_MOD_tridiagonal [101]
-----------------------------------------------
                2.38    0.00     145/145         __mod_clm_driver_MOD_clm_drv [18]
[69]     0.0    2.38    0.00     145         __mod_clm_dynland_MOD_dynland_hwcontent [69]
-----------------------------------------------
                0.00    0.00       1/53884       __mod_init_MOD_init [8]
                0.00    0.00      29/53884       __mod_output_MOD_uvstagtox.constprop.3 [159]
                0.01    0.00     287/53884       __mod_mppparam_MOD_tenxtouvten [107]
                0.01    0.00     287/53884       __mod_mppparam_MOD_uvtentotenx [97]
                0.19    0.00    4320/53884       __mod_moloch_MOD_moloch [3]
                2.12    0.00   48960/53884       __mod_moloch_MOD_pfesat [4]
[70]     0.0    2.33    0.00   53884         __mod_mppparam_MOD_real8_3d_exchange_left_right [70]
-----------------------------------------------
                1.89    0.35     145/145         __mod_clm_driver_MOD_clm_drv [18]
[71]     0.0    1.89    0.35     145         __mod_clm_hydrology1_MOD_hydrology1 [71]
                0.18    0.00     145/146         __mod_clm_fracwet_MOD_fracwet [131]
                0.13    0.00     145/2900        __mod_clm_subgridave_MOD_p2c_1d_filter [66]
                0.04    0.00     145/3625        __mod_clm_h2osfc_MOD_frach2osfc [88]
-----------------------------------------------
                0.00    2.18     145/145         __mod_clm_driver_MOD_clm_drv [18]
[72]     0.0    0.00    2.18     145         __mod_clm_pft2col_MOD_pft2col [72]
                2.18    0.00    2465/2900        __mod_clm_subgridave_MOD_p2c_1d_filter [66]
-----------------------------------------------
                1.51    0.40     145/145         __mod_clm_driver_MOD_clm_drv [18]
[73]     0.0    1.51    0.40     145         __mod_clm_urban_MOD_urbanfluxes [73]
                0.29    0.00     435/7395        __mod_clm_frictionvelocity_MOD_frictionvelocity [55]
                0.09    0.00 4910425/104743339     __mod_clm_qsat_MOD_qsat [74]
                0.02    0.00  982085/12930230     __mod_clm_frictionvelocity_MOD_moninobukini [127]
-----------------------------------------------
                0.01    0.00  793440/104743339     __mod_clm_slakefluxes_MOD_slakefluxes [99]
                0.04    0.00 2421443/104743339     __mod_clm_baregroundfluxes_MOD_baregroundfluxes [63]
                0.09    0.00 4910425/104743339     __mod_clm_urban_MOD_urbanfluxes [73]
                0.55    0.00 30971710/104743339     __mod_clm_biogeophysics1_MOD_biogeophysics1 [50]
                1.18    0.00 65646321/104743339     __mod_clm_canopyfluxes_MOD_canopyfluxes [24]
[74]     0.0    1.88    0.00 104743339         __mod_clm_qsat_MOD_qsat [74]
-----------------------------------------------
                0.00    1.83       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[75]     0.0    0.00    1.83       1         __mod_clm_histfile_MOD_hist_htapes_build [75]
                0.00    1.83       1/1           __mod_clm_histfile_MOD_htapes_fieldlist [76]
                0.00    0.00       1/146         __mod_date_MOD_curr_time [357]
-----------------------------------------------
                0.00    1.83       1/1           __mod_clm_histfile_MOD_hist_htapes_build [75]
[76]     0.0    0.00    1.83       1         __mod_clm_histfile_MOD_htapes_fieldlist [76]
                0.40    1.44    1621/3052        __mod_clm_histfile_MOD_hist_update_hbuf_field_2d [61]
-----------------------------------------------
                0.63    0.91     145/145         __mod_clm_hydrology2_MOD_hydrology2 [35]
[77]     0.0    0.63    0.91     145         __mod_clm_soilhydrology_MOD_infiltration [77]
                0.91    0.00    3480/3625        __mod_clm_h2osfc_MOD_frach2osfc [88]
-----------------------------------------------
                1.22    0.26     145/145         __mod_clm_driver_MOD_clm_drv [18]
[78]     0.0    1.22    0.26     145         __mod_clm_balancecheck_MOD_balancecheck [78]
                0.13    0.01     435/10442       __mod_clm_subgridave_MOD_c2g_1d [62]
                0.12    0.00     145/14792       __mod_clm_subgridave_MOD_p2g_1d [41]
-----------------------------------------------
                0.00    1.39     145/145         __mod_lm_interface_MOD_surface_model [16]
[79]     0.0    0.00    1.39     145         __mod_ocn_common_MOD_vecocn [79]
                0.54    0.41     145/145         __mod_ocn_zeng_MOD_zengocndrv [89]
                0.01    0.44     145/290         __mod_ocn_common_MOD_ocn_interf [91]
-----------------------------------------------
                1.36    0.00    1440/1440        __mod_moloch_MOD_pfesat [4]
[80]     0.0    1.36    0.00    1440         __mod_cu_interface_MOD_cucloud [80]
-----------------------------------------------
                1.34    0.00     145/145         __mod_clm_driver_MOD_clm_drv [18]
[81]     0.0    1.34    0.00     145         __mod_clm_dust_MOD_dustdrydep [81]
-----------------------------------------------
                1.32    0.00     145/145         __mod_clm_driver_MOD_clm_drv [18]
[82]     0.0    1.32    0.00     145         __mod_clm_dust_MOD_dustemission [82]
-----------------------------------------------
                1.32    0.00     145/145         __mod_clm_hydrology2_MOD_hydrology2 [35]
[83]     0.0    1.32    0.00     145         __mod_clm_soilhydrology_MOD_drainage [83]
-----------------------------------------------
                1.21    0.00    2145/2145        __mod_clm_accflds_MOD_updateaccflds [65]
[84]     0.0    1.21    0.00    2145         __mod_clm_accumul_MOD_update_accum_field_sl [84]
-----------------------------------------------
                1.09    0.00     145/145         __mod_clm_driver_MOD_clm_drv [18]
[85]     0.0    1.09    0.00     145         __mod_clm_urban_MOD_urbanradiation [85]
-----------------------------------------------
                0.52    0.00     145/290         __mod_clm_hydrology2_MOD_hydrology2 [35]
                0.52    0.00     145/290         __mod_clm_slakehydrology_MOD_slakehydrology [96]
[86]     0.0    1.04    0.00     290         __mod_clm_snowhydrology_MOD_snowwater [86]
-----------------------------------------------
                0.00    0.00       1/53884       __mod_init_MOD_init [8]
                0.00    0.00      29/53884       __mod_output_MOD_uvstagtox.constprop.3 [159]
                0.01    0.00     287/53884       __mod_mppparam_MOD_tenxtouvten [107]
                0.01    0.00     287/53884       __mod_mppparam_MOD_uvtentotenx [97]
                0.08    0.00    4320/53884       __mod_moloch_MOD_moloch [3]
                0.92    0.00   48960/53884       __mod_moloch_MOD_pfesat [4]
[87]     0.0    1.01    0.00   53884         __mod_mppparam_MOD_real8_3d_exchange_bottom_top [87]
-----------------------------------------------
                0.04    0.00     145/3625        __mod_clm_hydrology1_MOD_hydrology1 [71]
                0.91    0.00    3480/3625        __mod_clm_soilhydrology_MOD_infiltration [77]
[88]     0.0    0.95    0.00    3625         __mod_clm_h2osfc_MOD_frach2osfc [88]
-----------------------------------------------
                0.54    0.41     145/145         __mod_ocn_common_MOD_vecocn [79]
[89]     0.0    0.54    0.41     145         __mod_ocn_zeng_MOD_zengocndrv [89]
                0.41    0.00 75827075/75827075     __mod_ocn_coare_MOD_coare3_drv [111]
-----------------------------------------------
                0.01    0.00      12/2157        __mod_clm_accflds_MOD_initaccclmtype [193]
                0.89    0.00    2145/2157        __mod_clm_accflds_MOD_updateaccflds [65]
[90]     0.0    0.90    0.00    2157         __mod_clm_accumul_MOD_extract_accum_field_sl [90]
-----------------------------------------------
                0.01    0.44     145/290         __mod_lm_interface_MOD_surface_model [16]
                0.01    0.44     145/290         __mod_ocn_common_MOD_vecocn [79]
[91]     0.0    0.01    0.88     290         __mod_ocn_common_MOD_ocn_interf [91]
                0.37    0.00    3190/3532        __mod_mppparam_MOD_myunpack_real8_subgrid [112]
                0.29    0.00    2900/2903        __mod_mppparam_MOD_mypack_real8_subgrid [118]
                0.22    0.00    2755/2757        __mod_mppparam_MOD_cartesian_to_linear_real8_grid_subgrid [126]
                0.00    0.00    3190/3532        __mod_mppparam_MOD_linear_to_cartesian_real8_subgrid_subgrid [324]
                0.00    0.00    2900/2903        __mod_mppparam_MOD_cartesian_to_linear_real8_subgrid_subgrid [327]
-----------------------------------------------
                0.02    0.00     196/7881        __mod_clm_regcm_MOD_albedoclm45 [144]
                0.84    0.00    7685/7881        __mod_clm_regcm_MOD_runclm45 [17]
[92]     0.0    0.86    0.00    7881         __mod_mppparam_MOD_myunpack_global_real8_subgrid [92]
-----------------------------------------------
                0.22    0.00      49/194         __mod_clm_typeinit_MOD_initclmtype [121]
                0.64    0.00     145/194         __mod_clm_driver_MOD_clm_drv [18]
[93]     0.0    0.86    0.00     194         __mod_clm_vocemission_MOD_vocemission [93]
-----------------------------------------------
                  -1      -1       1             __mod_regcm_interface_MOD_rcm_initialize <cycle 1> [7]
[94]     0.0    0.01    0.85       1         __mod_params_MOD_param <cycle 1> [94]
                0.00    0.19       1/1           __mod_lm_interface_MOD_allocate_surface_model [130]
                0.00    0.13       1/1           __mod_savefile_MOD_allocate_mod_savefile [141]
                0.01    0.08       1/1           __mod_rad_interface_MOD_allocate_radiation [147]
                0.00    0.08       1/1           __mod_pbl_interface_MOD_allocate_pblscheme [148]
                0.00    0.05       1/1           __mod_che_bdyco_MOD_allocate_mod_che_bdyco [158]
                0.00    0.05       6/6           __mod_atm_interface_MOD_allocate_v3dbound [164]
                0.03    0.01 3123788/3123788     __mod_zita_MOD_md_fmz [165]
                0.00    0.04       1/1           __mod_split_MOD_allocate_mod_split [168]
                0.00    0.03       1/1           __mod_cu_interface_MOD_init_cumulus [169]
                0.00    0.03       1/1           __mod_cu_interface_MOD_allocate_cumulus [176]
                0.00    0.03       1/1           __mod_moloch_MOD_allocate_moloch [177]
                0.00    0.03       1/1           __mod_lm_interface_MOD_init_surface_model [178]
                0.01    0.01 3123788/3123788     __mod_zita_MOD_md_zeta [183]
                0.00    0.02       1/1           __mod_micro_interface_MOD_allocate_micro [188]
                0.00    0.01       1/1           __mod_tendency_MOD_allocate_mod_tend [197]
                0.00    0.01       1/1           __mod_diffusion_MOD_allocate_mod_diffusion [226]
                0.00    0.01       1/1           __mod_bdycod_MOD_allocate_mod_bdycon [228]
                0.00    0.00      83/206         __mod_zita_MOD_md_ak [208]
                0.00    0.00       2/2           __mod_atm_interface_MOD_allocate_v2dbound [232]
                0.00    0.00       1/1           __mod_runparams_MOD_allocate_mod_runparams [239]
                0.00    0.00       1/1           __mod_ncio_MOD_read_domain_info [242]
                0.00    0.00       2/93602       __mod_mppparam_MOD_real8_3d_exchange_left_right_bottom_top [46]
                0.00    0.00       3/24          __mod_date_MOD_tochar [255]
                0.00    0.00       1/1           __mod_timer_MOD_init_timer [260]
                0.00    0.00       1/1           __mod_micro_interface_MOD_init_micro [262]
                0.00    0.00   73728/110592      __mod_runparams_MOD_isocean [313]
                0.00    0.00      83/3124077     __mod_zita_MOD_gzita [311]
                0.00    0.00      83/206         __mod_zita_MOD_md_bk [352]
                0.00    0.00      83/83          __mod_zita_MOD_sigmazita [372]
                0.00    0.00      69/94          __mod_mppparam_MOD_bcast_real8 [371]
                0.00    0.00      50/77          __mod_mppparam_MOD_bcast_int4 [373]
                0.00    0.00      33/53          __mod_mppparam_MOD_bcast_logical [377]
                0.00    0.00       9/10          __mod_mppparam_MOD_bcast_arr_logical [415]
                0.00    0.00       7/27          __mod_mppparam_MOD_bcast_arr_character [383]
                0.00    0.00       7/7           __mod_timer_MOD_init_alarm [434]
                0.00    0.00       6/6           __mod_timer_MOD_init_syncro [437]
                0.00    0.00       5/10          __mod_mppparam_MOD_bcast_int8 [416]
                0.00    0.00       5/5           __mod_mppparam_MOD_bcast_rcm_time_and_date [442]
                0.00    0.00       3/7           __mod_date_MOD_initfromintdt [430]
                0.00    0.00       3/5           __mod_date_MOD_initfromint8dtwc [439]
                0.00    0.00       3/23          __mod_date_MOD_initfromtypeit [387]
                0.00    0.00       3/3           __mod_atm_interface_MOD_setup_boundaries [449]
                0.00    0.00       3/188         __mod_mppparam_MOD_real8_2d_exchange [353]
                0.00    0.00       2/4           __mod_mppparam_MOD_bcast_arr_int4 [445]
                0.00    0.00       2/2           __mod_mppparam_MOD_real8_2d_exchange_left_right [482]
                0.00    0.00       2/2           __mod_mppparam_MOD_real8_2d_exchange_bottom_top [481]
                0.00    0.00       1/13          __mod_date_MOD_diffdate [405]
                0.00    0.00       1/13          __mod_date_MOD_tohours [406]
                0.00    0.00       1/1           __mod_che_mppio_MOD_allocate_mod_che_mppio [494]
                0.00    0.00       1/1           __mod_che_common_MOD_allocate_mod_che_common [492]
                0.00    0.00       1/1           __mod_che_bionit_MOD_allocate_mod_che_bionit [491]
                0.00    0.00       1/1           __mod_che_dust_MOD_allocate_mod_che_dust [493]
                0.00    0.00       1/4884        __mod_date_MOD_initfromtypedt [321]
                0.00    0.00       1/1           __mod_ipcc_scenario_MOD_set_scenario [544]
                0.00    0.00       1/1           __mod_date_MOD_date_ne [536]
                0.00    0.00       1/114         __mod_memutil_MOD_assignp3d_d [370]
                0.00    0.00       1/1           __mod_slice_MOD_init_slice [573]
                0.00    0.00       1/1           __mod_rad_interface_MOD_init_radiation [566]
                0.00    0.00       1/1           __mod_bdycod_MOD_setup_bdycon [490]
                0.00    0.00       1/1           __mod_pbl_interface_MOD_init_pblscheme [565]
                0.00    0.00       1/1           __mod_zita_MOD_model_zitaf [577]
                0.00    0.00       1/1           __mod_zita_MOD_model_zitah [578]
                  -1      -1       1             __mod_atm_interface_MOD_allocate_mod_atm_interface <cycle 1> [138]
-----------------------------------------------
                0.84    0.01     437/437         __mod_clm_atmlnd_MOD_clm_map2gcell [53]
[95]     0.0    0.84    0.01     437         __mod_clm_subgridave_MOD_p2g_2d [95]
                0.01    0.00     437/27267       __mod_clm_subgridave_MOD_build_scale_l2g [110]
-----------------------------------------------
                0.21    0.58     145/145         __mod_clm_driver_MOD_clm_drv [18]
[96]     0.0    0.21    0.58     145         __mod_clm_slakehydrology_MOD_slakehydrology [96]
                0.52    0.00     145/290         __mod_clm_snowhydrology_MOD_snowwater [86]
                0.03    0.00     145/290         __mod_clm_snowhydrology_MOD_combinesnowlayers [156]
                0.02    0.00     145/290         __mod_clm_snicar_MOD_snowage_grain [173]
                0.01    0.00     290/580         __mod_clm_snowhydrology_MOD_buildsnowfilter [206]
                0.01    0.00     145/290         __mod_clm_snowhydrology_MOD_snowcompaction [207]
                0.00    0.00     145/145         __mod_clm_snowhydrology_MOD_dividesnowlayers_lake [361]
-----------------------------------------------
                0.70    0.02     287/287         __mod_cu_interface_MOD_cumulus [19]
[97]     0.0    0.70    0.02     287         __mod_mppparam_MOD_uvtentotenx [97]
                0.01    0.00     287/53884       __mod_mppparam_MOD_real8_3d_exchange_left_right [70]
                0.01    0.00     287/53884       __mod_mppparam_MOD_real8_3d_exchange_bottom_top [87]
-----------------------------------------------
                0.58    0.13     145/145         __mod_clm_driver_MOD_clm_drv [18]
[98]     0.0    0.58    0.13     145         __mod_clm_balancecheck_MOD_beginwaterbalance [98]
                0.13    0.00     145/2900        __mod_clm_subgridave_MOD_p2c_1d_filter [66]
-----------------------------------------------
                0.30    0.41     145/145         __mod_clm_driver_MOD_clm_drv [18]
[99]     0.0    0.30    0.41     145         __mod_clm_slakefluxes_MOD_slakefluxes [99]
                0.39    0.00     580/7395        __mod_clm_frictionvelocity_MOD_frictionvelocity [55]
                0.01    0.00  793440/104743339     __mod_clm_qsat_MOD_qsat [74]
                0.00    0.00  132240/12930230     __mod_clm_frictionvelocity_MOD_moninobukini [127]
-----------------------------------------------
                0.20    0.48     145/145         __mod_clm_regcm_MOD_runclm45 [17]
[100]    0.0    0.20    0.48     145         __mod_clm_regcm_MOD_atmosphere_to_land [100]
                0.27    0.00    2175/2178        __mod_mppparam_MOD_global_to_linear_real8_grid_subgrid [119]
                0.20    0.00    2175/2186        __mod_mppparam_MOD_mypack_global_real8_subgrid [129]
                0.01    0.00 2896955/11928635     __mod_ipcc_scenario_MOD_ghgval [172]
                0.00    0.00    2175/2186        __mod_mppparam_MOD_global_to_linear_real8_subgrid_subgrid [333]
                0.00    0.00     145/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.32    0.00     145/290         __mod_clm_soilhydrology_MOD_soilwater [42]
                0.32    0.00     145/290         __mod_clm_slaketemperature_MOD_slaketemperature [68]
[101]    0.0    0.64    0.00     290         __mod_clm_tridiagonal_MOD_tridiagonal [101]
-----------------------------------------------
                0.00    0.00       1/252         __mod_micro_interface_MOD_allocate_micro [188]
                0.00    0.00       1/252         __mod_che_bdyco_MOD_allocate_mod_che_bdyco [158]
                0.00    0.00       1/252         __mod_ncout_MOD_init_output_streams [142]
                0.01    0.00       2/252         __mod_rad_interface_MOD_allocate_radiation [147]
                0.01    0.00       2/252         __mod_bdycod_MOD_allocate_mod_bdycon [228]
                0.01    0.00       2/252         __mod_cu_tiedtke_MOD_allocate_mod_cu_tiedtke [189]
                0.01    0.00       3/252         __mod_diffusion_MOD_allocate_mod_diffusion [226]
                0.01    0.00       4/252         __mod_cu_interface_MOD_allocate_cumulus [176]
                0.01    0.00       4/252         __mod_tendency_MOD_allocate_mod_tend [197]
                0.01    0.00       4/252         __mod_mppparam_MOD_clset [199]
                0.01    0.00       5/252         __mod_split_MOD_allocate_mod_split [168]
                0.01    0.00       5/252         __mod_micro_wsm5_MOD_allocate_mod_wsm5 [192]
                0.01    0.00       5/252         __mod_rad_aerosol_MOD_allocate_mod_rad_aerosol [190]
                0.02    0.00       6/252         __mod_rad_colmod3_MOD_allocate_mod_rad_colmod3 [174]
                0.02    0.00       7/252         __mod_cu_common_MOD_init_mod_cumulus [170]
                0.02    0.00       9/252         __mod_regcm_interface_MOD_rcm_initialize <cycle 1> [7]
                0.03    0.00      10/252         __mod_moloch_MOD_allocate_moloch [177]
                0.05    0.00      18/252         __mod_atm_interface_MOD_allocate_v3dbound [164]
                0.06    0.00      25/252         __mod_savefile_MOD_allocate_mod_savefile [141]
                0.07    0.00      28/252         __mod_ncout_MOD_setup_var_3d [152]
                0.07    0.00      29/252         __mod_pbl_holtbl_MOD_allocate_mod_pbl_holtbl [149]
                0.09    0.00      34/252         __mod_atm_interface_MOD_allocate_mod_atm_interface <cycle 1> [138]
                0.12    0.00      47/252         __mod_lm_interface_MOD_allocate_surface_model [130]
[102]    0.0    0.63    0.00     252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00     504/1878        __mod_message_MOD_checkalloc [335]
                0.00    0.00     252/252         __mod_space_MOD_getspc3d_r8arr [350]
                0.00    0.00       2/2           __mod_memutil_MOD_relmem3d_d [473]
-----------------------------------------------
                0.00    0.51       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[103]    0.0    0.00    0.51       1         __mod_clm_histflds_MOD_hist_initflds [103]
                0.04    0.45     231/231         __mod_clm_histfile_MOD_hist_addfld1d [108]
                0.00    0.02      10/10          __mod_clm_histfile_MOD_hist_addfld2d [187]
-----------------------------------------------
                0.51    0.00     931/931         __mod_rad_radiation_MOD_radcsw [28]
[104]    0.0    0.51    0.00     931         __mod_rad_radiation_MOD_radclr [104]
-----------------------------------------------
                0.51    0.00     145/145         __mod_clm_hydrology2_MOD_hydrology2 [35]
[105]    0.0    0.51    0.00     145         __mod_clm_soilhydrology_MOD_surfacerunoff [105]
-----------------------------------------------
                0.50    0.00     290/290         __mod_clm_slaketemperature_MOD_slaketemperature [68]
[106]    0.0    0.50    0.00     290         __mod_clm_slaketemperature_MOD_soilthermprop_lake [106]
-----------------------------------------------
                0.48    0.02     287/287         __mod_cu_interface_MOD_cumulus [19]
[107]    0.0    0.48    0.02     287         __mod_mppparam_MOD_tenxtouvten [107]
                0.01    0.00     287/53884       __mod_mppparam_MOD_real8_3d_exchange_left_right [70]
                0.01    0.00     287/53884       __mod_mppparam_MOD_real8_3d_exchange_bottom_top [87]
-----------------------------------------------
                0.04    0.45     231/231         __mod_clm_histflds_MOD_hist_initflds [103]
[108]    0.0    0.04    0.45     231         __mod_clm_histfile_MOD_hist_addfld1d [108]
                0.10    0.35     399/3052        __mod_clm_histfile_MOD_hist_update_hbuf_field_2d [61]
                0.00    0.00     231/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1441        __mod_regcm_interface_MOD_rcm_initialize <cycle 1> [7]
                0.14    0.34    1440/1441        __mod_regcm_interface_MOD_rcm_run [2]
[109]    0.0    0.15    0.34    1441         __mod_output_MOD_output [109]
                0.00    0.13      14/14          __mod_ncout_MOD_write_record_output_stream [140]
                0.00    0.07       3/3           __mod_mppparam_MOD_real8_4d_collect [150]
                0.03    0.04      24/24          __mod_output_MOD_windcompute [153]
                0.02    0.00 7557120/7557120     pfesat.4744 [181]
                0.01    0.00      16/16          __mod_output_MOD_vinterz.constprop.4 [212]
                0.00    0.01       1/1           __mod_ncout_MOD_newoutfiles [224]
                0.01    0.00       5/29          __mod_output_MOD_uvstagtox.constprop.3 [159]
                0.00    0.01      14/14          __mod_mppparam_MOD_real8_2d_sub_collect [229]
                0.00    0.01    2880/3024        __mod_date_MOD_lfdomonth [230]
                0.00    0.01      11/180         __mod_mppparam_MOD_real8_3d_collect [146]
                0.00    0.00       1/1           __mod_mppparam_MOD_real8_3d_sub_collect [231]
                0.00    0.00      26/371         __mod_mppparam_MOD_real8_2d_collect [196]
                0.00    0.00      14/27          __mod_timer_MOD_nowstring [256]
                0.00    0.00       8/17331       __mod_memutil_MOD_assignp3d4_d [222]
                0.00    0.00       1/1           __mod_savefile_MOD_write_savefile [258]
                0.00    0.00    8640/11521       __mod_timer_MOD_alarm_act [315]
                0.00    0.00    2882/7644        __mod_timer_MOD_is_start [320]
                0.00    0.00    2879/3022        __mod_date_MOD_lmidnight [326]
                0.00    0.00    1441/4770        __mod_timer_MOD_is_integrating [322]
                0.00    0.00       1/4884        __mod_date_MOD_initfromtypedt [321]
                0.00    0.00       1/1           __mod_mppparam_MOD_integer_2d_sub_collect [555]
                0.00    0.00       1/1           __mod_mppparam_MOD_integer_2d_collect [554]
-----------------------------------------------
                0.00    0.00     145/27267       __mod_clm_subgridave_MOD_l2g_1d [180]
                0.01    0.00     437/27267       __mod_clm_subgridave_MOD_p2g_2d [95]
                0.03    0.00    1451/27267       __mod_clm_subgridave_MOD_c2g_2d [57]
                0.18    0.00   10442/27267       __mod_clm_subgridave_MOD_c2g_1d [62]
                0.25    0.00   14792/27267       __mod_clm_subgridave_MOD_p2g_1d [41]
[110]    0.0    0.47    0.00   27267         __mod_clm_subgridave_MOD_build_scale_l2g [110]
-----------------------------------------------
                0.41    0.00 75827075/75827075     __mod_ocn_zeng_MOD_zengocndrv [89]
[111]    0.0    0.41    0.00 75827075         __mod_ocn_coare_MOD_coare3_drv [111]
-----------------------------------------------
                0.00    0.00       1/3532        __mod_lm_interface_MOD_initialize_surface_model [9]
                0.02    0.00     145/3532        __mod_lm_interface_MOD_surface_model [16]
                0.02    0.00     196/3532        __mod_ocn_common_MOD_albedoocn [155]
                0.37    0.00    3190/3532        __mod_ocn_common_MOD_ocn_interf [91]
[112]    0.0    0.41    0.00    3532         __mod_mppparam_MOD_myunpack_real8_subgrid [112]
-----------------------------------------------
                0.39    0.00      49/49          __mod_rad_colmod3_MOD_colmod3 [22]
[113]    0.0    0.39    0.00      49         __mod_rad_outrad_MOD_radout [113]
                0.00    0.00      49/7644        __mod_timer_MOD_is_start [320]
-----------------------------------------------
                0.00    0.00       1/1441        __mod_init_MOD_init [8]
                0.12    0.25    1440/1441        __mod_moloch_MOD_moloch [3]
[114]    0.0    0.12    0.25    1441         __mod_sun_MOD_zenitm [114]
                0.25    0.00 53121024/54119974     __mod_sunorbit_MOD_orb_cosz_r8 [122]
                0.00    0.00    1441/1594        __mod_date_MOD_yeardayfrac [234]
                0.00    0.00       2/2           __mod_sun_MOD_solar1 [257]
                0.00    0.00    1441/7644        __mod_timer_MOD_is_start [320]
                0.00    0.00    1440/11521       __mod_timer_MOD_alarm_act [315]
-----------------------------------------------
                0.33    0.00     145/145         __mod_clm_driver_MOD_clm_drv [18]
[115]    0.0    0.33    0.00     145         __mod_clm_driverinit_MOD_clm_driverinit [115]
-----------------------------------------------
                0.30    0.00    1440/1440        __mod_moloch_MOD_moloch [3]
[116]    0.0    0.30    0.00    1440         __mod_bdycod_MOD_monudge2d [116]
-----------------------------------------------
