Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
-----------------------------------------------
                0.00    0.05       1/1           __mod_params_MOD_param <cycle 1> [94]
[158]    0.0    0.00    0.05       1         __mod_che_bdyco_MOD_allocate_mod_che_bdyco [158]
                0.05    0.00       4/22          __mod_memutil_MOD_getmem4d_d [120]
                0.00    0.00       1/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       2/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       1/28          __mod_memutil_MOD_getmem1d_i [381]
-----------------------------------------------
                0.01    0.00       5/29          __mod_output_MOD_output [109]
                0.04    0.00      24/29          __mod_output_MOD_windcompute [153]
[159]    0.0    0.05    0.00      29         __mod_output_MOD_uvstagtox.constprop.3 [159]
                0.00    0.00      29/53884       __mod_mppparam_MOD_real8_3d_exchange_left_right [70]
                0.00    0.00      29/53884       __mod_mppparam_MOD_real8_3d_exchange_bottom_top [87]
-----------------------------------------------
                0.02    0.03       1/1           __mod_clm_driver_MOD_clm_drv [18]
[160]    0.0    0.02    0.03       1         __mod_clm_restfile_MOD_restfile_write [160]
                0.00    0.02       2/2           __mod_clm_biogeophysrest_MOD_biogeophysrest [191]
                0.01    0.00       2/2           __mod_clm_histfile_MOD_hist_restart_ncd [195]
                0.00    0.00       1/1           __mod_clm_restfile_MOD_restfile_open [244]
                0.00    0.00       2/2           __mod_clm_slakerest_MOD_slakerest [249]
                0.00    0.00       2/2           __mod_clm_subgridrest_MOD_subgridrest [267]
                0.00    0.00      13/34          __mod_clm_nchelper_MOD_clm_adddim [380]
                0.00    0.00      10/24          __mod_clm_nchelper_MOD_clm_addatt_text [386]
                0.00    0.00       2/2           __mod_clm_accumul_MOD_accumulrest [461]
                0.00    0.00       1/438         __mod_clm_decomp_MOD_get_proc_global [344]
                0.00    0.00       1/2           __mod_clm_time_manager_MOD_getdatetime [469]
                0.00    0.00       1/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
                0.00    0.00       1/2           __mod_clm_nchelper_MOD_clm_enddef [464]
                0.00    0.00       1/261         __mod_clm_nchelper_MOD_clm_writevar_real8_1d_par_sg [349]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
                0.00    0.00       1/1           __mod_clm_restfile_MOD_restfile_close [518]
-----------------------------------------------
                0.00    0.00      37/1513        __mod_mppparam_MOD_real8_2d_distribute [238]
                0.05    0.00    1476/1513        __mod_mppparam_MOD_real8_3d_distribute [163]
[161]    0.0    0.05    0.00    1513         __mod_mppparam_MOD_real8_2d_do_distribute [161]
-----------------------------------------------
                0.00    0.01       2/9           __mod_bdycod_MOD_init_bdy [179]
                0.00    0.04       7/9           __mod_bdycod_MOD_bdyin [133]
[162]    0.0    0.00    0.05       9         __mod_ncio_MOD_read_icbc [162]
                0.00    0.05      36/36          __mod_mppparam_MOD_real8_3d_distribute [163]
                0.00    0.00      18/37          __mod_mppparam_MOD_real8_2d_distribute [238]
-----------------------------------------------
                0.00    0.05      36/36          __mod_ncio_MOD_read_icbc [162]
[163]    0.0    0.00    0.05      36         __mod_mppparam_MOD_real8_3d_distribute [163]
                0.05    0.00    1476/1513        __mod_mppparam_MOD_real8_2d_do_distribute [161]
                0.00    0.00    2952/8092        __mod_memutil_MOD_assignp2d3_d [318]
                0.00    0.00      36/648         __mod_mppparam_MOD_glosplitw [340]
-----------------------------------------------
                0.00    0.05       6/6           __mod_params_MOD_param <cycle 1> [94]
[164]    0.0    0.00    0.05       6         __mod_atm_interface_MOD_allocate_v3dbound [164]
                0.05    0.00      18/252         __mod_memutil_MOD_getmem3d_d [102]
-----------------------------------------------
                0.03    0.01 3123788/3123788     __mod_params_MOD_param <cycle 1> [94]
[165]    0.0    0.03    0.01 3123788         __mod_zita_MOD_md_fmz [165]
                0.01    0.00 3123788/3123788     __mod_zita_MOD_md_fmz_h [202]
-----------------------------------------------
                0.00    0.00      15/559         __mod_ncout_MOD_newoutfiles [224]
                0.00    0.00      22/559         __mod_ncstream_MOD_outstream_enable [227]
                0.00    0.00      23/559         __mod_ncstream_MOD_outstream_addrec_value [237]
                0.04    0.00     499/559         __mod_ncout_MOD_write_record_output_stream [140]
[166]    0.0    0.04    0.00     559         __mod_ncstream_MOD_outstream_writevar [166]
-----------------------------------------------
                0.04    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[167]    0.0    0.04    0.00       1         __mod_clm_mkarbinit_MOD_mkregcminit [167]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       1/1           __mod_clm_mkarbinit_MOD_snow_depth2lev [511]
-----------------------------------------------
                0.00    0.04       1/1           __mod_params_MOD_param <cycle 1> [94]
[168]    0.0    0.00    0.04       1         __mod_split_MOD_allocate_mod_split [168]
                0.02    0.00       2/22          __mod_memutil_MOD_getmem4d_d [120]
                0.01    0.00       5/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       5/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       2/288         __mod_memutil_MOD_getmem1d_d [184]
-----------------------------------------------
                0.00    0.03       1/1           __mod_params_MOD_param <cycle 1> [94]
[169]    0.0    0.00    0.03       1         __mod_cu_interface_MOD_init_cumulus [169]
                0.00    0.03       1/1           __mod_cu_common_MOD_init_mod_cumulus [170]
                0.00    0.00       1/17331       __mod_memutil_MOD_assignp3d4_d [222]
                0.00    0.00      25/114         __mod_memutil_MOD_assignp3d_d [370]
                0.00    0.00      11/125         __mod_memutil_MOD_assignp2d_d [366]
                0.00    0.00       4/13          __mod_memutil_MOD_assignp2d_i [407]
                0.00    0.00       4/15          __mod_memutil_MOD_assignp4d_d [399]
-----------------------------------------------
                0.00    0.03       1/1           __mod_cu_interface_MOD_init_cumulus [169]
[170]    0.0    0.00    0.03       1         __mod_cu_common_MOD_init_mod_cumulus [170]
                0.02    0.00       7/252         __mod_memutil_MOD_getmem3d_d [102]
                0.01    0.00       1/22          __mod_memutil_MOD_getmem4d_d [120]
                0.00    0.00       2/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       2/20          __mod_memutil_MOD_getmem2d_i [393]
-----------------------------------------------
                0.00    0.01      18/67          __mod_ncout_MOD_setup_common_vars [225]
                0.00    0.02      49/67          __mod_ncout_MOD_init_output_streams [142]
[171]    0.0    0.00    0.03      67         __mod_ncout_MOD_setup_var_2d [171]
                0.03    0.00      55/269         __mod_memutil_MOD_getmem2d_d [137]
-----------------------------------------------
                0.01    0.00 2896955/11928635     __mod_clm_regcm_MOD_atmosphere_to_land [100]
                0.02    0.00 9031680/11928635     __mod_rad_radiation_MOD_radctl [23]
[172]    0.0    0.03    0.00 11928635         __mod_ipcc_scenario_MOD_ghgval [172]
-----------------------------------------------
                0.02    0.00     145/290         __mod_clm_driver_MOD_clm_drv [18]
                0.02    0.00     145/290         __mod_clm_slakehydrology_MOD_slakehydrology [96]
[173]    0.0    0.03    0.00     290         __mod_clm_snicar_MOD_snowage_grain [173]
-----------------------------------------------
                0.00    0.03       1/1           __mod_rad_interface_MOD_allocate_radiation [147]
[174]    0.0    0.00    0.03       1         __mod_rad_colmod3_MOD_allocate_mod_rad_colmod3 [174]
                0.02    0.00       6/252         __mod_memutil_MOD_getmem3d_d [102]
                0.01    0.00      21/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00      45/288         __mod_memutil_MOD_getmem1d_d [184]
                0.00    0.00       1/28          __mod_memutil_MOD_getmem1d_i [381]
                0.00    0.00       1/2           __mod_memutil_MOD_getmem1d_l [472]
-----------------------------------------------
                0.01    0.02       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[175]    0.0    0.01    0.02       1         __mod_clm_initgridcells_MOD_initgridcells [175]
                0.01    0.00   59938/59938       __mod_clm_initgridcells_MOD_clm_ptrs_check [194]
                0.00    0.00   59937/59937       __mod_clm_initgridcells_MOD_set_landunit_wet_ice_lake [233]
                0.00    0.00   39958/179811      __mod_clm_subgrid_MOD_subgrid_get_gcellinfo [205]
                0.00    0.00       1/438         __mod_clm_decomp_MOD_get_proc_global [344]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       1/1           __mod_clm_initgridcells_MOD_clm_ptrs_compdown [507]
-----------------------------------------------
                0.00    0.03       1/1           __mod_params_MOD_param <cycle 1> [94]
[176]    0.0    0.00    0.03       1         __mod_cu_interface_MOD_allocate_cumulus [176]
                0.00    0.02       1/1           __mod_cu_tiedtke_MOD_allocate_mod_cu_tiedtke [189]
                0.01    0.00       4/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00   36864/110592      __mod_runparams_MOD_isocean [313]
                0.00    0.00       1/20          __mod_memutil_MOD_getmem2d_i [393]
                0.00    0.00       1/2           __mod_memutil_MOD_getmem1d_l [472]
-----------------------------------------------
                0.00    0.03       1/1           __mod_params_MOD_param <cycle 1> [94]
[177]    0.0    0.00    0.03       1         __mod_moloch_MOD_allocate_moloch [177]
                0.03    0.00      10/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       6/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       3/288         __mod_memutil_MOD_getmem1d_d [184]
-----------------------------------------------
                0.00    0.03       1/1           __mod_params_MOD_param <cycle 1> [94]
[178]    0.0    0.00    0.03       1         __mod_lm_interface_MOD_init_surface_model [178]
                0.00    0.01       2/2           __mod_mppparam_MOD_cl_setup_real8 [198]
                0.00    0.01       1/1           __mod_bats_internal_MOD_allocate_mod_bats_internal [200]
                0.00    0.00       1/1           __mod_ocn_internal_MOD_allocate_mod_ocn_internal [235]
                0.00    0.00       2/288         __mod_memutil_MOD_getmem1d_d [184]
                0.00    0.00      51/125         __mod_memutil_MOD_assignp2d_d [366]
                0.00    0.00       8/114         __mod_memutil_MOD_assignp3d_d [370]
                0.00    0.00       6/8092        __mod_memutil_MOD_assignp2d3_d [318]
                0.00    0.00       4/13          __mod_memutil_MOD_assignp2d_i [407]
                0.00    0.00       3/3           __mod_memutil_MOD_assignp3d_i [452]
                0.00    0.00       1/4267        __mod_memutil_MOD_assignp2d4_d [323]
-----------------------------------------------
                0.00    0.02       1/1           __mod_regcm_interface_MOD_rcm_initialize <cycle 1> [7]
[179]    0.0    0.00    0.02       1         __mod_bdycod_MOD_init_bdy [179]
                0.01    0.00       9/65          __mod_bdycod_MOD_invert_top_bottom [145]
                0.00    0.01       2/9           __mod_ncio_MOD_read_icbc [162]
                0.00    0.00       8/43245       __mod_mppparam_MOD_real8_3d_exchange [58]
                0.00    0.00       3/33          __mod_date_MOD_tochar10 [253]
                0.00    0.00       1/1           __mod_ncio_MOD_open_icbc [266]
                0.00    0.00       1/24          __mod_date_MOD_tochar [255]
                0.00    0.00       1/1594        __mod_date_MOD_yeardayfrac [234]
                0.00    0.00       5/4884        __mod_date_MOD_initfromtypedt [321]
                0.00    0.00       2/9           __mod_ncio_MOD_icbc_search [421]
                0.00    0.00       2/188         __mod_mppparam_MOD_real8_2d_exchange [353]
                0.00    0.00       2/7644        __mod_timer_MOD_is_start [320]
                0.00    0.00       1/1           __mod_date_MOD_isequaldt [537]
                0.00    0.00       1/53          __mod_mppparam_MOD_bcast_logical [377]
                0.00    0.00       1/1           __mod_ncio_MOD_fixqcqi [561]
                0.00    0.00       1/1           __mod_ncio_MOD_we_have_qc [562]
                0.00    0.00       1/1           __mod_ncio_MOD_we_have_qi [563]
                0.00    0.00       1/2205        __mod_date_MOD_add_interval [332]
-----------------------------------------------
                0.02    0.00     145/145         __mod_clm_histfile_MOD_hist_update_hbuf_field_1d [40]
[180]    0.0    0.02    0.00     145         __mod_clm_subgridave_MOD_l2g_1d [180]
                0.00    0.00     145/27267       __mod_clm_subgridave_MOD_build_scale_l2g [110]
-----------------------------------------------
                0.02    0.00 7557120/7557120     __mod_output_MOD_output [109]
[181]    0.0    0.02    0.00 7557120         pfesat.4744 [181]
-----------------------------------------------
                0.02    0.00 8480304/8480304     __mod_lm_interface_MOD_surface_model [16]
[182]    0.0    0.02    0.00 8480304         __mod_lm_interface_MOD_pfesat [182]
-----------------------------------------------
                0.01    0.01 3123788/3123788     __mod_params_MOD_param <cycle 1> [94]
[183]    0.0    0.01    0.01 3123788         __mod_zita_MOD_md_zeta [183]
                0.01    0.00 3123788/3123788     __mod_zita_MOD_md_zeta_h [203]
-----------------------------------------------
                0.00    0.00       1/288         __mod_micro_interface_MOD_allocate_micro [188]
                0.00    0.00       2/288         __mod_lm_interface_MOD_init_surface_model [178]
                0.00    0.00       2/288         __mod_split_MOD_allocate_mod_split [168]
                0.00    0.00       2/288         __mod_micro_wsm5_MOD_allocate_mod_wsm5 [192]
                0.00    0.00       3/288         __mod_moloch_MOD_allocate_moloch [177]
                0.00    0.00       6/288         __mod_cu_tiedtke_MOD_allocate_mod_cu_tiedtke [189]
                0.00    0.00       9/288         __mod_runparams_MOD_allocate_mod_runparams [239]
                0.00    0.00      18/288         __mod_rad_aerosol_MOD_allocate_mod_rad_aerosol [190]
                0.00    0.00      42/288         __mod_ocn_internal_MOD_allocate_mod_ocn_internal [235]
                0.00    0.00      45/288         __mod_rad_colmod3_MOD_allocate_mod_rad_colmod3 [174]
                0.01    0.00     158/288         __mod_bats_internal_MOD_allocate_mod_bats_internal [200]
[184]    0.0    0.02    0.00     288         __mod_memutil_MOD_getmem1d_d [184]
                0.00    0.00     576/1878        __mod_message_MOD_checkalloc [335]
                0.00    0.00     288/288         __mod_space_MOD_getspc1d_r8arr [347]
-----------------------------------------------
                0.00    0.00       1/63          __mod_clm_slakerest_MOD_slakerest [249]
                0.00    0.00       7/63          __mod_clm_histfile_MOD_hist_restart_ncd [195]
                0.02    0.00      55/63          __mod_clm_biogeophysrest_MOD_biogeophysrest [191]
[185]    0.0    0.02    0.00      63         __mod_clm_nchelper_MOD_clm_writevar_real8_2d_par_sg [185]
                0.00    0.00      63/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.02    0.00      49/49          __mod_ocn_common_MOD_albedoocn [155]
[186]    0.0    0.02    0.00      49         __mod_ocn_albedo_MOD_ocn_albedo [186]
-----------------------------------------------
                0.00    0.02      10/10          __mod_clm_histflds_MOD_hist_initflds [103]
[187]    0.0    0.00    0.02      10         __mod_clm_histfile_MOD_hist_addfld2d [187]
                0.00    0.02      17/3052        __mod_clm_histfile_MOD_hist_update_hbuf_field_2d [61]
                0.00    0.00      10/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.02       1/1           __mod_params_MOD_param <cycle 1> [94]
[188]    0.0    0.00    0.02       1         __mod_micro_interface_MOD_allocate_micro [188]
                0.00    0.02       1/1           __mod_micro_wsm5_MOD_allocate_mod_wsm5 [192]
                0.00    0.00       1/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       2/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       1/288         __mod_memutil_MOD_getmem1d_d [184]
-----------------------------------------------
                0.00    0.02       1/1           __mod_cu_interface_MOD_allocate_cumulus [176]
[189]    0.0    0.00    0.02       1         __mod_cu_tiedtke_MOD_allocate_mod_cu_tiedtke [189]
                0.01    0.00      24/269         __mod_memutil_MOD_getmem2d_d [137]
                0.01    0.00       2/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       6/288         __mod_memutil_MOD_getmem1d_d [184]
                0.00    0.00       5/28          __mod_memutil_MOD_getmem1d_i [381]
                0.00    0.00       1/20          __mod_memutil_MOD_getmem2d_i [393]
-----------------------------------------------
                0.00    0.02       1/1           __mod_rad_interface_MOD_allocate_radiation [147]
[190]    0.0    0.00    0.02       1         __mod_rad_aerosol_MOD_allocate_mod_rad_aerosol [190]
                0.01    0.00       5/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       7/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00      18/288         __mod_memutil_MOD_getmem1d_d [184]
-----------------------------------------------
                0.00    0.02       2/2           __mod_clm_restfile_MOD_restfile_write [160]
[191]    0.0    0.00    0.02       2         __mod_clm_biogeophysrest_MOD_biogeophysrest [191]
                0.02    0.00      55/63          __mod_clm_nchelper_MOD_clm_writevar_real8_2d_par_sg [185]
                0.00    0.00     121/549         __mod_clm_nchelper_MOD_clm_addvar [341]
                0.00    0.00      61/261         __mod_clm_nchelper_MOD_clm_writevar_real8_1d_par_sg [349]
                0.00    0.00       5/178         __mod_clm_nchelper_MOD_clm_writevar_integer_1d_par_sg [354]
                0.00    0.00       2/4770        __mod_timer_MOD_is_integrating [322]
                0.00    0.00       2/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.02       1/1           __mod_micro_interface_MOD_allocate_micro [188]
[192]    0.0    0.00    0.02       1         __mod_micro_wsm5_MOD_allocate_mod_wsm5 [192]
                0.01    0.00       5/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       5/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       2/288         __mod_memutil_MOD_getmem1d_d [184]
-----------------------------------------------
                0.01    0.01       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[193]    0.0    0.01    0.01       1         __mod_clm_accflds_MOD_initaccclmtype [193]
                0.01    0.00      12/2157        __mod_clm_accumul_MOD_extract_accum_field_sl [90]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.01    0.00   59938/59938       __mod_clm_initgridcells_MOD_initgridcells [175]
[194]    0.0    0.01    0.00   59938         __mod_clm_initgridcells_MOD_clm_ptrs_check [194]
                0.00    0.00   59937/179811      __mod_clm_subgrid_MOD_subgrid_get_gcellinfo [205]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.01    0.00       2/2           __mod_clm_restfile_MOD_restfile_write [160]
[195]    0.0    0.01    0.00       2         __mod_clm_histfile_MOD_hist_restart_ncd [195]
                0.00    0.00       7/63          __mod_clm_nchelper_MOD_clm_writevar_real8_2d_par_sg [185]
                0.00    0.00       1/1           __mod_clm_histfile_MOD_htape_create [243]
                0.00    0.00     373/549         __mod_clm_nchelper_MOD_clm_addvar [341]
                0.00    0.00     168/261         __mod_clm_nchelper_MOD_clm_writevar_real8_1d_par_sg [349]
                0.00    0.00     168/178         __mod_clm_nchelper_MOD_clm_writevar_integer_1d_par_sg [354]
                0.00    0.00      14/14          __mod_clm_nchelper_MOD_clm_writevar_text_1d [401]
                0.00    0.00       9/34          __mod_clm_nchelper_MOD_clm_adddim [380]
                0.00    0.00       7/7           __mod_clm_nchelper_MOD_clm_writevar_integer_2d_par_sg [429]
                0.00    0.00       4/21          __mod_clm_nchelper_MOD_clm_writevar_integer_0d [390]
                0.00    0.00       2/2           __mod_clm_nchelper_MOD_clm_writevar_logical_0d [467]
                0.00    0.00       2/2           __mod_clm_nchelper_MOD_clm_writevar_integer_1d [466]
                0.00    0.00       1/1           __mod_clm_nchelper_MOD_clm_writevar_real8_0d [516]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
                0.00    0.00       1/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
                0.00    0.00       1/2           __mod_clm_nchelper_MOD_clm_enddef [464]
                0.00    0.00       1/438         __mod_clm_decomp_MOD_get_proc_global [344]
-----------------------------------------------
                0.00    0.00      15/371         __mod_ncout_MOD_newoutfiles [224]
                0.00    0.00      26/371         __mod_output_MOD_output [109]
                0.00    0.01     330/371         __mod_ncout_MOD_write_record_output_stream [140]
[196]    0.0    0.00    0.01     371         __mod_mppparam_MOD_real8_2d_collect [196]
                0.01    0.00     371/5071        __mod_mppparam_MOD_real8_2d_do_collect [135]
                0.00    0.00     371/648         __mod_mppparam_MOD_glosplitw [340]
-----------------------------------------------
                0.00    0.01       1/1           __mod_params_MOD_param <cycle 1> [94]
[197]    0.0    0.00    0.01       1         __mod_tendency_MOD_allocate_mod_tend [197]
                0.01    0.00       4/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       4/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00      10/17331       __mod_memutil_MOD_assignp3d4_d [222]
                0.00    0.00       3/3           __mod_memutil_MOD_assignp4d5_d [453]
-----------------------------------------------
                0.00    0.01       2/2           __mod_lm_interface_MOD_init_surface_model [178]
[198]    0.0    0.00    0.01       2         __mod_mppparam_MOD_cl_setup_real8 [198]
                0.00    0.01       2/2           __mod_mppparam_MOD_clset [199]
                0.00    0.00      16/28          __mod_memutil_MOD_getmem1d_i [381]
                0.00    0.00       6/21          __mod_memutil_MOD_getmem2d_l [391]
                0.00    0.00       4/8           __mod_memutil_MOD_getmem3d_l [424]
                0.00    0.00       2/2           __mod_mppparam_MOD_logical_2d_collect [478]
                0.00    0.00       2/2           __mod_mppparam_MOD_logical_2d_sub_collect [479]
                0.00    0.00       2/2           __mod_mppparam_MOD_reorder_logical_global_subgrid_2d [483]
-----------------------------------------------
                0.00    0.01       2/2           __mod_mppparam_MOD_cl_setup_real8 [198]
[199]    0.0    0.00    0.01       2         __mod_mppparam_MOD_clset [199]
                0.01    0.00       4/252         __mod_memutil_MOD_getmem3d_d [102]
                0.00    0.00       2/269         __mod_memutil_MOD_getmem2d_d [137]
                0.00    0.00       4/4           __mod_memutil_MOD_getmem3d_r [444]
                0.00    0.00       4/8           __mod_memutil_MOD_getmem3d_i [423]
                0.00    0.00       4/8           __mod_memutil_MOD_getmem3d_l [424]
                0.00    0.00       2/4           __mod_memutil_MOD_getmem2d_r [443]
                0.00    0.00       2/20          __mod_memutil_MOD_getmem2d_i [393]
                0.00    0.00       2/21          __mod_memutil_MOD_getmem2d_l [391]
-----------------------------------------------
                0.00    0.01       1/1           __mod_lm_interface_MOD_init_surface_model [178]
[200]    0.0    0.00    0.01       1         __mod_bats_internal_MOD_allocate_mod_bats_internal [200]
                0.01    0.00     158/288         __mod_memutil_MOD_getmem1d_d [184]
                0.00    0.00       2/28          __mod_memutil_MOD_getmem1d_i [381]
-----------------------------------------------
                0.00    0.00       1/50          __mod_clm_initsurfalb_MOD_initsurfalb [157]
                0.01    0.00      49/50          __mod_clm_driver_MOD_clm_drv [18]
[201]    0.0    0.01    0.00      50         __mod_clm_staticecosysdyn_MOD_interpmonthlyveg [201]
                0.00    0.00      50/196         __mod_date_MOD_curr_date [248]
                0.00    0.00       1/24          __mod_date_MOD_tochar [255]
                0.00    0.00     150/150         __mod_date_MOD_ndaypm [355]
                0.00    0.00       8/8           __mod_clm_nchelper_MOD_clm_readrec_real8_2d_par_sg [422]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
-----------------------------------------------
                0.01    0.00 3123788/3123788     __mod_zita_MOD_md_fmz [165]
[202]    0.0    0.01    0.00 3123788         __mod_zita_MOD_md_fmz_h [202]
-----------------------------------------------
                0.01    0.00 3123788/3123788     __mod_zita_MOD_md_zeta [183]
[203]    0.0    0.01    0.00 3123788         __mod_zita_MOD_md_zeta_h [203]
                0.00    0.00 3123788/3124077     __mod_zita_MOD_gzita [311]
-----------------------------------------------
                0.01    0.00 3086152/3086152     __mod_init_MOD_init [8]
[204]    0.0    0.01    0.00 3086152         __mod_init_MOD_pfesat [204]
-----------------------------------------------
                0.00    0.00   19979/179811      __mod_clm_decompinit_MOD_decompinit_glcp [241]
                0.00    0.00   39958/179811      __mod_clm_initgridcells_MOD_initgridcells [175]
                0.00    0.00   59937/179811      __mod_clm_initgridcells_MOD_set_landunit_wet_ice_lake [233]
                0.00    0.00   59937/179811      __mod_clm_initgridcells_MOD_clm_ptrs_check [194]
[205]    0.0    0.01    0.00  179811         __mod_clm_subgrid_MOD_subgrid_get_gcellinfo [205]
-----------------------------------------------
                0.01    0.00     290/580         __mod_clm_hydrology2_MOD_hydrology2 [35]
                0.01    0.00     290/580         __mod_clm_slakehydrology_MOD_slakehydrology [96]
[206]    0.0    0.01    0.00     580         __mod_clm_snowhydrology_MOD_buildsnowfilter [206]
-----------------------------------------------
                0.01    0.00     145/290         __mod_clm_hydrology2_MOD_hydrology2 [35]
                0.01    0.00     145/290         __mod_clm_slakehydrology_MOD_slakehydrology [96]
[207]    0.0    0.01    0.00     290         __mod_clm_snowhydrology_MOD_snowcompaction [207]
-----------------------------------------------
                0.00    0.00      83/206         __mod_params_MOD_param <cycle 1> [94]
                0.01    0.00     123/206         __mod_ncstream_MOD_outstream_enable [227]
[208]    0.0    0.01    0.00     206         __mod_zita_MOD_md_ak [208]
-----------------------------------------------
                0.01    0.00     145/145         __mod_clm_driver_MOD_clm_drv [18]
[209]    0.0    0.01    0.00     145         __mod_clm_pftdyn_MOD_pftdyn_wbal_init [209]
-----------------------------------------------
                0.01    0.00     145/145         __mod_clm_hydrology2_MOD_hydrology2 [35]
[210]    0.0    0.01    0.00     145         __mod_clm_snowhydrology_MOD_dividesnowlayers [210]
-----------------------------------------------
                0.00    0.00      10/24          __mod_mppparam_MOD_real8_3d_sub_collect [231]
                0.01    0.00      14/24          __mod_mppparam_MOD_real8_2d_sub_collect [229]
[211]    0.0    0.01    0.00      24         __mod_mppparam_MOD_real8_2d_do_sub_collect [211]
-----------------------------------------------
                0.01    0.00      16/16          __mod_output_MOD_output [109]
[212]    0.0    0.01    0.00      16         __mod_output_MOD_vinterz.constprop.4 [212]
-----------------------------------------------
                0.01    0.00      15/15          __mod_clm_accflds_MOD_initaccflds [214]
[213]    0.0    0.01    0.00      15         __mod_clm_accumul_MOD_init_accum_field [213]
                0.00    0.00      15/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00      15/438         __mod_clm_decomp_MOD_get_proc_global [344]
-----------------------------------------------
                0.00    0.01       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[214]    0.0    0.00    0.01       1         __mod_clm_accflds_MOD_initaccflds [214]
                0.01    0.00      15/15          __mod_clm_accumul_MOD_init_accum_field [213]
-----------------------------------------------
                0.01    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[215]    0.0    0.01    0.00       1         __mod_clm_dust_MOD_dustini [215]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.01    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[216]    0.0    0.01    0.00       1         __mod_clm_urban_MOD_urbanclumpinit [216]
-----------------------------------------------
                0.00    0.01       1/1           __mod_init_MOD_init [8]
[217]    0.0    0.00    0.01       1         __mod_rad_o3blk_MOD_o3data [217]
                0.01    0.00       1/1           __mod_vertint_MOD_intlinprof [218]
                0.00    0.00       1/5           __mod_mpmessage_MOD_vprntv_r8 [441]
-----------------------------------------------
                0.01    0.00       1/1           __mod_rad_o3blk_MOD_o3data [217]
[218]    0.0    0.01    0.00       1         __mod_vertint_MOD_intlinprof [218]
-----------------------------------------------
                  -1      -1                     <spontaneous>
[219]    0.0    0.01    0.00       1/1       __mod_cbmz_linearalgebra_MOD_kppdecomp [219]
-----------------------------------------------
                  -1      -1                     <spontaneous>
[220]    0.0    0.01    0.00       1/1       __mod_mppparam_MOD_real8_4d_exchange [220]
-----------------------------------------------
                  -1      -1                     <spontaneous>
[221]    0.0    0.01    0.00       1/1       __mod_mppparam_MOD_real8_4d_exchange_bottom_top [221]
-----------------------------------------------
                0.00    0.00       1/17331       __mod_cu_interface_MOD_init_cumulus [169]
                0.00    0.00       2/17331       __mod_lm_interface_MOD_allocate_surface_model [130]
